"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Sep 1, 2022 8:31:30 AM PDT","16436304521","FBA Customer Return Fee","114-3750337-8546653","X002Y4BKXR","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sep 1, 2022 11:38:49 AM PDT","16436304521","Order","113-4865186-2678659","N136-BA00243-R-PR","Stick-on Red Round Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Garbage cans, Car, Trailer, T","1","amazon.com","Standard Orders","Amazon","BUTLER","TN","37640-7714","MarketplaceFacilitator","9.99","0.85","0","0","0","0","0","0","0","0","-0.85","-1.20","-2.66","0","0","6.13"
"Sep 1, 2022 11:59:04 AM PDT","16436304521","Order","112-1036682-6173010","CN047-008-05","Barbee Feminine's Change Coin Holder - Mini Wallet Small Bag Case Pouch for Woman, Feminine and Girl (Red Flower)","1","amazon.com","Standard Orders","Amazon","ODESSA","FL","33556-2767","MarketplaceFacilitator","9.99","0.70","0","0","0","0","0","0","0","0","-0.70","-1.50","-3.07","0","0","5.42"
"Sep 1, 2022 12:40:43 PM PDT","16436304521","Order","113-0075385-1413052","T36-KM120-A-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Garbage cans, Stakes, House","1","amazon.com","Standard Orders","Amazon","CAPE GIRARDEAU","MO","63701-5609","","9.99","0","0","0","0","0","0","0","0","0","0","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 1:13:51 PM PDT","16436304521","Order","112-7301756-9299459","T61-YM-3128EOR-1-PR","Stick-on Front Fork Leg Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Motorcycle Handle, Cylindrical, Bic","1","amazon.com","Standard Orders","Amazon","LIVERMORE","CO","80536-8667","MarketplaceFacilitator","9.99","0.37","0","0","0","0","0","0","0","0","-0.37","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 2:31:41 PM PDT","16436304521","Order","112-7596612-6329025","N136-BA00241-R-PR","Stick-on Red Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Warehousing, Boats, Service Utilit","1","amazon.com","Standard Orders","Amazon","MEDLEY","FL","33178-1450","MarketplaceFacilitator","9.99","0.70","0","0","0","0","0","0","0","0","-0.70","-1.20","-2.66","0","0","6.13"
"Sep 1, 2022 3:36:32 PM PDT","16436304521","Order","114-6336385-7705020","N136-BA00503-2WT","Quick Mount Riding Bicycle Wheel Rim Spoke White Reflective Reflectors - Safe Warning for Mountain Bike Road Bike Decoration Accessories (8.26x6.1x0.5","1","amazon.com","Standard Orders","Amazon","BLACKWOOD","NJ","08012-2146","MarketplaceFacilitator","9.99","0.66","0","0","0","0","0","0","0","0","-0.66","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 4:26:02 PM PDT","16436304521","Order","114-3126642-5992207","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","1","amazon.com","Standard Orders","Amazon","HORSE CAVE","KY","42749-8657","MarketplaceFacilitator","9.99","0.60","5.99","0","0","0","0","0","-5.99","0","-0.60","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 4:50:39 PM PDT","16436304521","Order","113-3353585-1605817","T36-KM120-R-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Garbage cans, Stakes, Cars,","1","amazon.com","Standard Orders","Amazon","MOUNTAIN VIEW","CA","94043-3714","MarketplaceFacilitator","9.99","0.91","0","0","0","0","0","0","0","0","-0.91","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 6:35:41 PM PDT","16436304521","FBA Customer Return Fee","114-3880808-5558657","X002HE8LC7","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sep 1, 2022 6:43:49 PM PDT","16436304521","Order","111-5675566-5360256","N135-BB00412-DG","BAR AUTOTECH Cute Owl Mini Coin Purses with Bead chain for Girls, Boys (Green)","1","amazon.com","Standard Orders","Amazon","LOS ANGELES","CA","90036-2614","MarketplaceFacilitator","8.99","0.85","0","0","0","0","0","0","0","0","-0.85","-1.35","-3.07","0","0","4.57"
"Sep 1, 2022 6:43:49 PM PDT","16436304521","Order","111-5675566-5360256","N135-BB00412-DB","BAR AUTOTECH Cute Animal Mini Coin Bag Purse Backpack Accessories for Girl(Blue)","1","amazon.com","Standard Orders","Amazon","LOS ANGELES","CA","90036-2614","MarketplaceFacilitator","8.99","0.85","0","0","0","0","0","0","0","0","-0.85","-1.35","-3.07","0","0","4.57"
"Sep 1, 2022 8:37:21 PM PDT","16436304521","Order","112-1932780-6009032","T61-YM-3132EOR-1-PR","Stick-on Hexagonal Reflectors - Front Fork Side Reflector for Motocross, Harley, Semi Trucks & Trailers, Warehousing, Boats, Service Trucks, Service V","1","amazon.com","Standard Orders","Amazon","PASADENA","CA","91105-1813","MarketplaceFacilitator","9.99","1.02","0","0","0","0","0","0","0","0","-1.02","-1.20","-2.47","0","0","6.32"
"Sep 1, 2022 9:29:14 PM PDT","16436304521","Order","111-2991551-5609003","T61-YM-3150EOR-1-PR","Stick-on Front Fork Leg Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Motorcycle Handle, Cylindrical, Bic","1","amazon.com","Standard Orders","Amazon","WARWICK","RI","02889-3335","MarketplaceFacilitator","11.99","0.84","0","0","0","0","0","0","0","0","-0.84","-1.44","-3.72","0","0","6.83"
"Sep 1, 2022 10:51:56 PM PDT","16436304521","Order","112-9054180-4928249","T03-INC0128A03-2","BAR AUTOTECH DIY EL Panel - Flexible Cuttable Electroluminescent Backlight Paper Lamp Sheet with DC 12V 24V Inverter for Cosplay, Party, Car, Advertis","1","amazon.com","Standard Orders","Amazon","CENTERVILLE","OH","45458-9416","MarketplaceFacilitator","24.99","1.87","0","0","0","0","0","0","0","0","-1.87","-3.75","-3.96","0","0","17.28"
"Sep 1, 2022 11:17:10 PM PDT","16436304521","Order","111-9224896-5981857","CN038-120-B-PR","BAR Autotech Remote Key Silicone Rubber Keyless Entry Shell Case Fob and Key Skin Cover 3 Buttons fit for Silverado Sierra 1500 2500 3500 HD Escalade","1","amazon.com","Standard Orders","Amazon","HYATTSVILLE","MD","20783-3010","MarketplaceFacilitator","7.99","0.48","0","0","0","0","0","0","0","0","-0.48","-0.96","-3.07","0","0","3.96"
"Sep 1, 2022 11:19:55 PM PDT","16436304521","Order","112-4695636-3301026","CN047-001-17","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Blue Grus Japonensis)","1","amazon.com","Standard Orders","Amazon","FORT WORTH","TX","76107-2663","MarketplaceFacilitator","18.49","1.53","0","0","0","0","0","0","0","0","-1.53","-2.77","-3.07","0","0","12.65"
"Sep 2, 2022 1:01:24 AM PDT","16436304521","Order","111-3960145-3105058","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","2","amazon.com","Standard Orders","Amazon","RED BANK","NJ","07701-5605","MarketplaceFacilitator","19.98","1.32","0","0","0","0","0","0","0","0","-1.32","-2.40","-4.94","0","0","12.64"
"Sep 2, 2022 1:05:22 AM PDT","16436304521","Order","114-3126556-5197001","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","1","amazon.com","Standard Orders","Amazon","SAINT LOUIS PARK","MN","55416-5174","MarketplaceFacilitator","9.99","0.75","0","0","0","0","0","0","0","0","-0.75","-1.20","-2.47","0","0","6.32"
"Sep 2, 2022 2:14:12 AM PDT","16436304521","Order","111-1515752-2393064","T36-KM120-A-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Garbage cans, Stakes, House","1","amazon.com","Standard Orders","Amazon","Port St. Lucie","FL","34983","MarketplaceFacilitator","9.99","0.70","0","0","0","0","0","0","0","0","-0.70","-1.20","-2.47","0","0","6.32"
"Sep 2, 2022 2:17:20 AM PDT","16436304521","Order","111-4175684-6261825","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","1","amazon.com","Standard Orders","Amazon","BEAR","DE","19701-1014","","9.99","0","0","0","0","0","0","0","0","0","0","-1.20","-2.47","0","0","6.32"
"Sep 2, 2022 2:49:17 AM PDT","16436304521","Order","113-4564312-3562644","T61-YM-3132EOR-1-PR","Stick-on Hexagonal Reflectors - Front Fork Side Reflector for Motocross, Harley, Semi Trucks & Trailers, Warehousing, Boats, Service Trucks, Service V","1","amazon.com","Standard Orders","Amazon","GEORGETOWN","TX","78626-1997","MarketplaceFacilitator","9.99","0.62","0","0","0","0","0","0","0","0","-0.62","-1.20","-2.47","0","0","6.32"
"Sep 2, 2022 3:14:58 AM PDT","16436304521","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-39.26","0","-39.26"
"Sep 2, 2022 3:28:12 AM PDT","16436304521","Order","112-8946676-3334612","N136-BA00503-2WT","Quick Mount Riding Bicycle Wheel Rim Spoke White Reflective Reflectors - Safe Warning for Mountain Bike Road Bike Decoration Accessories (8.26x6.1x0.5","1","amazon.com","Standard Orders","Amazon","APO","AE","09018","MarketplaceFacilitator","9.99","0","2.99","0","0","0","0","0","-2.99","0","0","-1.20","-2.47","0","0","6.32"
"Sep 2, 2022 6:28:47 AM PDT","16436304521","Order","111-0265493-6773856","BB00274","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Colorful mountain)","1","amazon.com","Standard Orders","Amazon","PORTLAND","OR","97229-3292","","19.49","0","0","0","0","0","0","0","0","0","0","-2.92","-3.96","0","0","12.61"
"Sep 2, 2022 7:20:26 AM PDT","16436304521","Order","113-5224859-1080226","T36-KM121-R","Stick-on Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Harley Motorcycle Front Fork Side Reflector (Red,","1","amazon.com","Standard Orders","Amazon","YORK","PA","17404-8429","MarketplaceFacilitator","9.99","0.60","0","0","0","0","0","0","0","0","-0.60","-1.20","-3.07","0","0","5.72"
"Sep 2, 2022 7:28:41 AM PDT","16436304521","Order","112-6707247-9201018","TT2-YT-622","Heavy Duty Adjustable Elastics Stretch Lock Shock Bungee Cords Rope with PVC Coated Buckle All Black for Motorcycle, Cargo, Camping, RV, Trailer, Bicy","1","amazon.com","Standard Orders","Amazon","Grand Rapids","MI","49525-9415","MarketplaceFacilitator","17.99","1.08","0","0","0","0","0","0","0","0","-1.08","-2.70","-3.96","0","0","11.33"
"Sep 2, 2022 8:19:45 AM PDT","16436304521","Order","114-3228993-5297864","CN047-002-04","BARbee Japanese Traditional Chirimen & Kimono Print Fabric Sewing Craft Cute Goldfish Cosmetic Jewelry Key Pouch Coin Dice Purse Drawstring Bag for gi","1","amazon.com","Standard Orders","Amazon","HOUSTON","TX","77043-3404","MarketplaceFacilitator","9.49","0.78","5.99","0","0","0","0","0","-5.99","0","-0.78","-1.42","-2.47","0","0","5.60"
"Sep 2, 2022 9:23:31 AM PDT","16436304521","Order","111-5675566-5360256","N135-BB00412-RD","BAR AUTOTECH Cute Owl Mini Coin Change Pouch Purse - Bag Accessories for Kids, Girls, Women(Red)","1","amazon.com","Standard Orders","Amazon","LOS ANGELES","CA","90036-2614","MarketplaceFacilitator","8.99","0.85","0","0","0","0","0","0","0","0","-0.85","-1.35","-3.07","0","0","4.57"
"Sep 2, 2022 9:25:15 AM PDT","16436304521","Refund","111-8751133-7925857","CN047-001-14","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Red Flower)","1","amazon.com","Standard Orders","Amazon","CHARLOTTE","NC","28278","MarketplaceFacilitator","-18.49","-1.34","0","0","0","0","0","0","0","0","1.34","2.22","0","0","0","-16.27"
"Sep 2, 2022 9:48:26 AM PDT","16436304521","Refund","111-0855117-3426604","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","1","amazon.com","Standard Orders","Amazon","FORT MILL","SC","29707-6939","MarketplaceFacilitator","-9.99","-0.80","0","0","0","0","0","0","0","0","0.80","0.96","0","0","0","-9.03"
"Sep 2, 2022 10:02:26 AM PDT","16436304521","Order","113-4525165-1630601","CN047-006-01","BAR AUTOTECH Zipper Japanese Style Lucky Cat - Fortune Cat Coin Purse Mini Pouch holder Keys Case for Credit cards, Makeup, Credit and Accessories (Re","1","amazon.com","Standard Orders","Amazon","CHESTERTON","IN","46304-1995","MarketplaceFacilitator","12.99","0.91","0","0","0","0","0","0","0","0","-0.91","-1.95","-3.07","0","0","7.97"
"Sep 2, 2022 10:03:48 AM PDT","16436304521","Order","113-6296043-6336238","N135-BB01015","BAR Autotech Japanese Style Triangle Fabric Tablet Pillow Holder - Wedge Mobile Switch Stand Sofa Cushion Accessories Desk Compatible with iPhone Pro","1","amazon.com","Standard Orders","Amazon","BIXBY","OK","74008-2872","MarketplaceFacilitator","17.99","1.60","0","0","0","0","0","0","0","0","-1.60","-2.70","-5.40","0","0","9.89"
"Sep 2, 2022 10:25:55 AM PDT","16436304521","Order","113-6598918-0877016","CN038-104-BKB","BAR Autotech Remote Key Silicone Rubber Keyless Entry Shell Case Fob and Key Skin Cover fit for Chevrolet Camaro Cruze Volt Equinox Spark Malibu Sonic","1","amazon.com","Standard Orders","Amazon","PHOENIX","AZ","85027-2138","MarketplaceFacilitator","8.99","0.77","0","0","0","0","0","0","0","0","-0.77","-1.35","-3.07","0","0","4.57"
"Sep 2, 2022 11:28:24 AM PDT","16436304521","Order","113-6563232-2330663","N135-BB00412-BK","BAR AUTOTECH Cute Mini Coin Bag Pouch Handbag Backpack Ear Bud Case for Women (Black)","1","amazon.com","Standard Orders","Amazon","PITTSBURGH","PA","15228-1520","MarketplaceFacilitator","8.99","0.54","0","0","0","0","0","0","0","0","-0.54","-1.35","-3.07","0","0","4.57"
"Sep 2, 2022 12:25:04 PM PDT","16436304521","Order","114-3942580-2196257","CN075-019-02-2","BAR AUTOTECH 3D Twist Puzzle Toy Collection Magic Ruler - Brain Teaser Party Favors Game Goodie Bags for Kids Adults Teens (Colorful, 48 Wedges)","1","amazon.com","Standard Orders","Amazon","FREDERICKSBURG","IA","50630","MarketplaceFacilitator","17.99","1.26","0","0","0","0","0","0","0","0","-1.26","-2.70","-3.96","0","0","11.33"
"Sep 2, 2022 12:25:04 PM PDT","16436304521","Order","114-3942580-2196257","CN075-019-01-1","BAR AUTOTECH 3D Snake Twist Toy - Rubik's Magic Ruler Cube Ideal Gift with Tool Set for Kids, Adults, (24 Wedges, Colorful)","1","amazon.com","Standard Orders","Amazon","FREDERICKSBURG","IA","50630","MarketplaceFacilitator","13.99","0.98","0","0","0","0","0","0","0","0","-0.98","-2.10","-3.96","0","0","7.93"
"Sep 2, 2022 2:00:50 PM PDT","16436304521","Order","114-7421237-1297003","T36-KM206-R-PR","BAR Stick-on Rectangular Reflectors - Safety Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Garbage cans, Houses, Cars, T","1","amazon.com","Standard Orders","Amazon","HONOLULU","HI","96814-2103","MarketplaceFacilitator","9.99","0.47","0","0","0","0","0","0","0","0","-0.47","-1.20","-3.07","0","0","5.72"
"Sep 2, 2022 2:59:32 PM PDT","16436304521","Order","113-3271822-2200202","CN047-002-05","BARbee Japanese Chirimen & Kimono Print Fabric Goldfish Drawstring Travel Small Things Cosmetic Key Bag Pouch Coin Purse with anklet bracelet earrings","1","amazon.com","Standard Orders","Amazon","JACKSONVILLE","FL","32256-0449","MarketplaceFacilitator","11.00","0.83","0","0","0","0","0","0","0","0","-0.83","-1.65","-2.47","0","0","6.88"
"Sep 2, 2022 3:31:38 PM PDT","16436304521","Order","111-6974236-9689004","CN036-017-03-12","BAR Autotech 4 pcs Soft Silicone Union Jack Style Cup Holder Coasters and Storage Box Mat for Mini Cooper F54 (F54- Black/Taupe, 3 pcs)","1","amazon.com","Standard Orders","Amazon","NEW YORK","NY","10031-3902","MarketplaceFacilitator","11.71","1.04","0","0","0","0","0","0","0","0","-1.04","-1.41","-3.07","0","0","7.23"
"Sep 2, 2022 3:59:11 PM PDT","16436304521","Order","112-1615014-1165006","CN047-006-04","BAR AUTOTECH Zipper Japanese Style Lucky Cat - Fortune Cat Coin Purse Mini Pouch holder Keys Case for Credit cards, Makeup, Credit and Accessories (Bl","1","amazon.com","Standard Orders","Amazon","MONROE","MI","48161-4620","MarketplaceFacilitator","12.99","0.78","0","0","0","0","0","0","0","0","-0.78","-1.95","-3.07","0","0","7.97"
"Sep 2, 2022 4:55:12 PM PDT","16436304521","Order","111-3628478-1131438","N136-BA00243-A-PR","BAR Stick-on Round Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Mailboxes, Stakes, Houses, Cars, Trailer","1","amazon.com","Standard Orders","Amazon","LEESBURG","VA","20176-3349","MarketplaceFacilitator","9.99","0.60","0","0","0","0","0","0","0","0","-0.60","-1.20","-2.66","0","0","6.13"
"Sep 2, 2022 4:59:48 PM PDT","16436304521","Refund","112-2494498-7470604","CN047-001-20","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Green Chinese Pattern)","1","amazon.com","Standard Orders","Amazon","NORMAN","OK","73072-2057","MarketplaceFacilitator","-18.49","-1.62","0","0","0","0","0","0","0","0","1.62","2.22","0","0","0","-16.27"
"Sep 2, 2022 6:21:43 PM PDT","16436304521","Order","113-1861168-8244259","BB00261","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Cherry blossom)","1","amazon.com","Standard Orders","Amazon","CALEDONIA","MI","49316-9141","MarketplaceFacilitator","19.49","0","0","0","0","0","0","0","0","0","0","-2.92","-4.75","0","0","11.82"
"Sep 2, 2022 6:54:19 PM PDT","16436304521","Order","113-7693104-1853862","T61-YM-3140AER-1-PR","Stick-on Rectangular Reflectors - Safety Spoke Reflective Quick Mount Custom Accessories Adhesive Reflector for Cars, Trailer, Motorcycle, Trucks, Boa","2","amazon.com","Standard Orders","Amazon","COLUMBIA","MISSOURI","65203-0581","","19.98","0","0","0","0","0","0","0","0","0","0","-2.40","-4.94","0","0","12.64"
"Sep 2, 2022 7:55:49 PM PDT","16436304521","Order","114-4504760-4589858","CN047-001-27","BAR AUTOTECH Cotton Japanese Pattern Wrist Bag Sleeve Knot Pouch Portable Purse Canvas Tote Gift for Girl, Boy, Wife, women (Blue Sakura)","1","amazon.com","Standard Orders","Amazon","BLOOMFIELD HILLS","MI","48304-1146","MarketplaceFacilitator","19.49","1.17","0","0","0","0","0","0","0","0","-1.17","-2.92","-3.07","0","0","13.50"
